name,phone,link/email
Solly’s Sports Shop, 011 854 5468 ,accounts@sollysport.co.za
Trevor Smith Sports Newcastle, 034 312 7178 ,info@trevorsmithsports.co.za
Trevor Smith Sports Benoni, 011 425 3522 ,benoni@trevorsmithsports.co.za Protectors
Arons Sports, 015 491 4733 ,mohammed.baksa@gmail.com
Flicx SA, 011 802 7394 ,roger@flicx.co.za
K H Sports, 082 864 0861 ,khsports@yahoo.com
Kloppers, 051 400 5500 ,www. kloppers.co.za
Kloppers Sport 021 982 1899/, 021 883 2049 ,www.kloppers.co.za
Opal Sports, 011 695 9640 ,anne@opalsport.com
Solly’s Sports Shop, 011 854 5468 ,accounts@sollysport.co.za
Trevor Smith Sports Newcastle, 034 312 7178 ,info@trevorsmithsports.co.za
Trevor Smith Sports Benoni, 011 425 3522 ,benoni@trevorsmithsports.co.za
Weapons,,
Arons Sports, 015 491 4733 ,mohammed.baksa@gmail.com
Flicx SA, 011 802 7394 ,roger@flicx.co.za
K H Sports, 082 864 0861 ,khsports@yahoo.com
Physical Education,,
Bat & ball games,,
Arons Sports, 015 491 4733 ,mohammed.baksa@gmail.com Opal Sports
Molten SA Tel: +267 71 786 077 shaheed.tajbhay@gmail.com ,,
Amabokoboko Sport 082 450,,
1662 sales@amabokoboko.com,,
Arons Sports, 015 491 4733 ,mohammed.baksa@gmail.com
Flicx SA, 011 802 7394 ,roger@flicx.co.za
K H Sports, 082 864 0861 ,khsports@yahoo.com
Kloppers, 051 400 5500 ,www. kloppers.co.za
Kloppers Sport 021 982 1899/, 021 883 2049 ,www.kloppers.co.za
Legacy Sport and Leisure 011 474,,
2245 admin@legacysl.co.za,,
Molten SA +267 71 786 077 shaheed.tajbhay@gmail.com,,
Opal Sports, 011 695 9640 ,anne@opalsport.com
Solly’s Sports Shop, 011 854 5468 ,accounts@sollysport.co.za
SportsApp, 011 708 7570 ,shop@sportsapp.co.za
Trevor Smith Sports,,
Newcastle, 034 312 7178 ,info@trevorsmithsports.co.za
Trevor Smith Sports Benoni, 011 425 3522 ,benoni@trevorsmithsports.co.za
Bibs,,
Arons Sports, 015 491 4733 ,mohammed.baksa@gmail.com
Flicx SA, 011 802 7394 ,roger@flicx.co.za
K H Sports 082 864 0861,,
Team Sport Directory 2019,,
trevorsmithsports.co.za,,
Skipping ropes,,
Arons Sports, 015 491 4733 ,mohammed.baksa@gmail.com
Flicx SA, 011 802 7394 ,roger@flicx.co.za
Solly’s Sports Shop, 011 854 5468 ,accounts@sollysport.co.za
SportsApp, 011 708 7570 ,shop@sportsapp.co.za
Trevor Smith Sports Newcastle, 034 312 7178 ,info@trevorsmithsports.co.za
Trevor Smith Sports Benoni, 011 425 3522 ,benoni@trevorsmithsports.co.za
Tenniquoits,,
Arons Sports, 015 491 4733 ,mohammed.baksa@gmail.com
Flicx SA, 011 802 7394 ,roger@flicx.co.za
Solly’s Sports Shop, 011 854 5468 ,accounts@sollysport.co.za
Trevor Smith Sports Newcastle, 034 312 7178 ,info@trevorsmithsports.co.za
Trevor Smith Sports Benoni, 011 425 3522 ,benoni@trevorsmithsports.co.za
Accessories,,
Arons Sports, 015 491 4733 ,mohammed.baksa@gmail.com Canoes
Arons Sports, 015 491 4733 ,mohammed.baksa@gmail.com Kayaks
Arons Sports, 015 491 4733 ,mohammed.baksa@gmail.com Paddles
Arons Sports, 015 491 4733 ,mohammed.baksa@gmail.com
Ball repairs,,
Arons Sports, 015 491 4733 ,mohammed.baksa@gmail.com
Kloppers, 051 400 5500 ,www. kloppers.co.za
Kloppers Sport 021 982 1899/, 021 883 2049 ,www.kloppers.co.za
Trevor Smith Sports,,
Newcastle, 034 312 7178 ,info@trevorsmithsports.co.za
Trevor Smith Sports Benoni, 011 425 3522 ,benoni@trevorsmithsports.co.za
Balls,,
Arons Sports, 015 491 4733 ,mohammed.baksa@gmail.com
Flicx SA, 011 802 7394 ,roger@flicx.co.za
K H Sports, 082 864 0861 ,khsports@yahoo.com
Kloppers, 051 400 5500 ,www. kloppers.co.za
Kloppers Sport 021 982 1899/, 021 883 2049 ,www.kloppers.co.za
Opal Sports, 011 695 9640 ,anne@opalsport.com
Solly’s Sports Shop, 011 854 5468 ,accounts@sollysport.co.za
SportsApp, 011 708 7570 ,shop@sportsapp.co.za
Trevor Smith Sports Newcastle, 034 312 7178 ,info@trevorsmithsports.co.za
Trevor Smith Sports Benoni, 011 425 3522 ,benoni@trevorsmithsports.co.za
Bladders,,
Arons Sports, 015 491 4733 ,mohammed.baksa@gmail.com
Kloppers, 051 400 5500 ,www. kloppers.co.za
Kloppers Sport 021 982 1899/, 021 883 2049 ,www.kloppers.co.za
Solly’s Sports Shop, 011 854 5468 ,accounts@sollysport.co.za
Trevor Smith Sports Newcastle, 034 312 7178 ,info@trevorsmithsports.co.za / Benoni
Cones,,
Amabokoboko Sport 082 450,,
1662 sales@amabokoboko.com,,
K H Sports, 082 864 0861 ,khsports@yahoo.com
SportsApp, 011 708 7570 ,shop@sportsapp.co.za
Contact shields,,
Amabokoboko Sport  Tel:, 082 450 1662 ,www. facebook.com/Amabokoboko
Arons Sports, 015 491 4733 ,mohammed.baksa@gmail.com
Flicx SA, 011 802 7394 ,roger@flicx.co.za
Kloppers, 051 400 5500 ,www. kloppers.co.za
Kloppers Sport 021 982 1899/, 021 883 2049 ,www.kloppers.co.za
Solly’s Sports Shop, 011 854 5468 ,accounts@sollysport.co.za
SportsApp, 011 708 7570 ,shop@sportsapp.co.za
Trevor Smith Sports Newcastle, 034 312 7178 ,info@trevorsmithsports.co.za / Benoni
Amabokoboko Sport 082 450,,
1662 sales@amabokoboko.com,,
Arons Sports, 015 491 4733 ,mohammed.baksa@gmail.com
K H Sports, 082 864 0861 ,khsports@yahoo.com
Solly’s Sports Shop, 011 854 5468 ,accounts@sollysport.co.za
SportsApp, 011 708 7570 ,shop@sportsapp.co.za
Trevor Smith Sports Newcastle, 034 312 7178 ,info@trevorsmithsports.co.za / Benoni
SportsApp, 011 708 7570 ,shop@sportsapp.co.za
Trevor Smith Sports Newcastle, 034 312 7178 ,info@trevorsmithsports.co.za / Benoni
Tag rugby,,
SportsApp, 011 708 7570 ,shop@sportsapp.co.za
Trevor Smith Sports Newcastle, 034 312 7178 ,info@trevorsmithsports.co.za / Benoni
Legacy Sport and Leisure 011 474,,
2245 admin@legacysl.co.za,,
Accessories,,
Arons Sports, 015 491 4733 ,mohammed.baksa@gmail.com
K H Sports, 082 864 0861 ,khsports@yahoo.com
Kloppers, 051 400 5500 ,www. kloppers.co.za
Kloppers Sport 021 982 1899/, 021 883 2049 ,www.kloppers.co.za
Legacy Sport and Leisure, 011 474 2245 ,admin@legacysl.co.za
Solly’s Sports Shop, 011 854 5468 ,accounts@sollysport.co.za
SportsApp, 011 708 7570 ,shop@sportsapp.co.za
Trevor Smith Sports Newcastle, 034 312 7178 ,info@trevorsmithsports.co.za / Benoni
Arons Sports, 015 491 4733 ,mohammed.baksa@gmail.com Kloppers
Kloppers Sport 021 982 1899/, 021 883 2049 ,www.kloppers.co.za
Solly’s Sports Shop, 011 854 5468 ,accounts@sollysport.co.za
Trevor Smith Sports Newcastle, 034 312 7178 ,info@trevorsmithsports.co.za / Benoni
K H Sports Tel:, 082 864 0861 ,www.khsport.co.za
Molten SA Tel: +267 71 786 077 shaheed.tajbhay@gmail.com ,,
Arons Sports, 015 491 4733 ,mohammed.baksa@gmail.com
Flicx SA, 011 802 7394 ,roger@flicx.co.za
K H Sports, 082 864 0861 ,khsports@yahoo.com
Kloppers, 051 400 5500 ,www. kloppers.co.za
Kloppers Sport 021 982 1899/, 021 883 2049 ,www.kloppers.co.za
Legacy Sport and Leisure, 011 474 2245 ,admin@legacysl.co.za
Molten SA +267 71 786 077 shaheed.tajbhay@gmail.com,,
Opal Sports, 011 695 9640 ,anne@opalsport.com
Solly’s Sports Shop, 011 854 5468 ,accounts@sollysport.co.za
SportsApp, 011 708 7570 ,shop@sportsapp.co.za
Trevor Smith Sports Newcastle, 034 312 7178 ,info@trevorsmithsports.co.za / Benoni
Wilson, 011 807 5362 ,brettsummers@mweb.co.za
Bladder repair kits,,
Arons Sports, 015 491 4733 ,mohammed.baksa@gmail.com
Kloppers, 051 400 5500 ,www. kloppers.co.za
Kloppers Sport 021 982 1899/, 021 883 2049 ,www.kloppers.co.za
Solly’s Sports Shop, 011 854 5468 ,accounts@sollysport.co.za
Trevor Smith Sports Newcastle, 034 312 7178 ,info@trevorsmithsports.co.za / Benoni
Bladders,,
Arons Sports, 015 491 4733 ,mohammed.baksa@gmail.com
Kloppers, 051 400 5500 ,www. kloppers.co.za
Kloppers Sport 021 982 1899/, 021 883 2049 ,www.kloppers.co.za
Opal Sports, 011 695 9640 ,anne@opalsport.com
Solly’s Sports Shop, 011 854 5468 ,accounts@sollysport.co.za
Trevor Smith Sports Newcastle, 034 312 7178 ,info@trevorsmithsports.co.za / Benoni
Arons Sports, 015 491 4733 ,mohammed.baksa@gmail.com
K H Sports, 082 864 0861 ,khsports@yahoo.com
Solly’s Sports Shop, 011 854 5468 ,accounts@sollysport.co.za
SportsApp, 011 708 7570 ,shop@sportsapp.co.za
Trevor Smith Sports Newcastle, 034 312 7178 ,info@trevorsmithsports.co.za / Benoni
Prout Sport, 060 893 9016 ,nigel@summitsa.co.za
Goalkeepers kit,,
Arons Sports, 015 491 4733 ,mohammed.baksa@gmail.com
Flicx SA, 011 802 7394 ,roger@flicx.co.za
K H Sports, 082 864 0861 ,khsports@yahoo.com
Kloppers, 051 400 5500 ,www. kloppers.co.za Kloppers Sport 021 982 1899/
Solly’s Sports Shop, 011 854 5468 ,accounts@sollysport.co.za
SportsApp, 011 708 7570 ,shop@sportsapp.co.za
Trevor Smith Sports Newcastle, 034 312 7178 ,info@trevorsmithsports.co.za / Benoni
Pressure gauges,,
Arons Sports, 015 491 4733 ,mohammed.baksa@gmail.com
Flicx SA, 011 802 7394 ,roger@flicx.co.za
Kloppers, 051 400 5500 ,www. kloppers.co.za
Kloppers Sport 021 982 1899/, 021 883 2049 ,www.kloppers.co.za
Legacy Sport and Leisure, 011 474 2245 ,admin@legacysl.co.za
Solly’s Sports Shop, 011 854 5468 ,accounts@sollysport.co.za
Trevor Smith Sports Newcastle, 034 312 7178 ,info@trevorsmithsports.co.za / Benoni
Shin guards,,
Arons Sports, 015 491 4733 ,mohammed.baksa@gmail.com
Flicx SA, 011 802 7394 ,roger@flicx.co.za
K H Sports, 082 864 0861 ,khsports@yahoo.com
Kloppers, 051 400 5500 ,www. kloppers.co.za
Kloppers Sport 021 982 1899/, 021 883 2049 ,www.kloppers.co.za
Legacy Sport and Leisure, 011 474 2245 ,admin@legacysl.co.za
Opal Sports, 011 695 9640 ,anne@opalsport.com
Solly’s Sports Shop, 011 854 5468 ,accounts@sollysport.co.za
SportsApp, 011 708 7570 ,shop@sportsapp.co.za
Trevor Smith Sports Newcastle, 034 312 7178 ,info@trevorsmithsports.co.za / Benoni
Accessories,,
Arons Sports, 015 491 4733 ,mohammed.baksa@gmail.com
Equipment  :: p53,,
Kloppers, 051 400 5500 ,www. kloppers.co.za
Kloppers Sport 021 982 1899/, 021 883 2049 ,www.kloppers.co.za
Solly’s Sports Shop, 011 854 5468 ,accounts@sollysport.co.za
SportsApp, 011 708 7570 ,shop@sportsapp.co.za
Trevor Smith Sports Newcastle, 034 312 7178 ,info@trevorsmithsports.co.za / Benoni
Arons Sports, 015 491 4733 ,mohammed.baksa@gmail.com
Flicx SA, 011 802 7394 ,roger@flicx.co.za
Kloppers, 051 400 5500 ,www. kloppers.co.za
Kloppers Sport 021 982 1899/, 021 883 2049 ,www.kloppers.co.za
Solly’s Sports Shop, 011 854 5468 ,accounts@sollysport.co.za
SportsApp, 011 708 7570 ,shop@sportsapp.co.za
Trevor Smith Sports Newcastle, 034 312 7178 ,info@trevorsmithsports.co.za / Benoni
Bases,,
Arons Sports, 015 491 4733 ,mohammed.baksa@gmail.com
Flicx SA, 011 802 7394 ,roger@flicx.co.za
Solly’s Sports Shop, 011 854 5468 ,accounts@sollysport.co.za
Trevor Smith Sports Newcastle, 034 312 7178 ,info@trevorsmithsports.co.za / Benoni
Bats,,
Arons Sports, 015 491 4733 ,mohammed.baksa@gmail.com
Flicx SA, 011 802 7394 ,roger@flicx.co.za
Kloppers, 051 400 5500 ,www. kloppers.co.za
Kloppers Sport 021 982 1899/, 021 883 2049 ,www.kloppers.co.za
Solly’s Sports Shop, 011 854 5468 ,accounts@sollysport.co.za
Trevor Smith Sports Newcastle, 034 312 7178 ,info@trevorsmithsports.co.za / Benoni
Team Sport Directory 2019,,
Offi  cial FA Cup and ,,
English Football League ,,
Championship match and ,,
Replica ball supplier,,
For trade enquiries contact,,
Legacy Sport and Leisure,,
Tel: (011) 420 0006 | admin@legacysl.co.za,,
"Unit D2 Value Park, 17 Liverpool Road, ",,
"Benoni South, Johannesburg trevorsmithsports.co.za",,
Wilson, 011 807 5362 ,brettsummers@mweb.co.za Batting tees
Arons Sports, 015 491 4733 ,mohammed.baksa@gmail.com
Flicx SA, 011 802 7394 ,roger@flicx.co.za
Solly’s Sports Shop, 011 854 5468 ,accounts@sollysport.co.za
Trevor Smith Sports Newcastle, 034 312 7178 ,info@trevorsmithsports.co.za / Benoni
Prout Sport, 060 893 9016 ,nigel@summitsa.co.za Gloves
Arons Sports, 015 491 4733 ,mohammed.baksa@gmail.com
Flicx SA, 011 802 7394 ,roger@flicx.co.za
Kloppers, 051 400 5500 ,www. kloppers.co.za
Kloppers Sport 021 982 1899/, 021 883 2049 ,www.kloppers.co.za
Solly’s Sports Shop, 011 854 5468 ,accounts@sollysport.co.za
Trevor Smith Sports Newcastle, 034 312 7178 ,info@trevorsmithsports.co.za / Benoni
Wilson, 011 807 5362 ,brettsummers@mweb.co.za Helmets
Arons Sports, 015 491 4733 ,mohammed.baksa@gmail.com
Flicx SA, 011 802 7394 ,roger@flicx.co.za
Kloppers, 051 400 5500 ,www. kloppers.co.za
Kloppers Sport 021 982 1899/, 021 883 2049 ,www.kloppers.co.za
Solly’s Sports Shop, 011 854 5468 ,accounts@sollysport.co.za
Trevor Smith Sports Newcastle, 034 312 7178 ,info@trevorsmithsports.co.za / Benoni
Arons Sports, 015 491 4733 ,mohammed.baksa@gmail.com
Flicx SA, 011 802 7394 ,roger@flicx.co.za
Solly’s Sports Shop, 011 854 5468 ,accounts@sollysport.co.za
Trevor Smith Sports Newcastle, 034 312 7178 ,info@trevorsmithsports.co.za / Benoni
Arons Sports, 015 491 4733 ,mohammed.baksa@gmail.com
Kloppers, 051 400 5500 ,www. kloppers.co.za
Kloppers Sport 021 982 1899/, 021 883 2049 ,www.kloppers.co.za
Solly’s Sports Shop, 011 854 5468 ,accounts@sollysport.co.za
Trevor Smith Sports Newcastle, 034 312 7178 ,info@trevorsmithsports.co.za / Benoni
Wilson, 011 807 5362 ,brettsummers@mweb.co.za
CorSport Tel:, 082 775 7708 ,colin@corsport.co.za
Accessories,,
CorSport, 082 775 7708 ,colin@corsport.co.za
Anti-mist agents,,
CorSport, 082 775 7708 ,colin@corsport.co.za
Aquarobic equipment,,
Arons Sports, 015 491 4733 ,mohammed.baksa@gmail.com
Solly’s Sports Shop, 011 854 5468 ,accounts@sollysport.co.za
Trevor Smith Sports Newcastle, 034 312 7178 ,info@trevorsmithsports.co.za / Benoni
Bathing caps,,
Action-ize/ TYR, 021 702 0238 ,colleen@tyr.co.za Arons Sports
CorSport, 082 775 7708 ,colin@corsport.co.za
Flicx SA, 011 802 7394 ,roger@flicx.co.za
Kloppers, 051 400 5500 ,www. kloppers.co.za
Kloppers Sport 021 982 1899/, 021 883 2049 ,www.kloppers.co.za
Opal Sports, 011 695 9640 ,anne@opalsport.com
Slipstream Sport, 083 701 0734 ,info@slipstreamsports.co.za
Solly’s Sports Shop, 011 854 5468 ,accounts@sollysport.co.za
Trevor Smith Sports Newcastle, 034 312 7178 ,info@trevorsmithsports.co.za / Benoni
Action-ize/ TYR, 021 702 0238 ,colleen@tyr.co.za
Arons Sports, 015 491 4733 ,mohammed.baksa@gmail.com
CorSport, 082 775 7708 ,colin@corsport.co.za
Flicx SA, 011 802 7394 ,roger@flicx.co.za
K H Sports, 082 864 0861 ,khsports@yahoo.com
Slipstream Sport, 083 701 0734 ,info@slipstreamsports.co.za
Solly’s Sports Shop, 011 854 5468 ,accounts@sollysport.co.za
Trevor Smith Sports Newcastle, 034 312 7178 ,info@trevorsmithsports.co.za / Benoni
Goggles,,
Action-ize/ TYR, 021 702 0238 ,colleen@tyr.co.za
CorSport, 082 775 7708 ,colin@corsport.co.za
Kloppers, 051 400 5500 ,www. kloppers.co.za
Kloppers Sport 021 982 1899/, 021 883 2049 ,www.kloppers.co.za
Opal Sports, 011 695 9640 ,anne@opalsport.com
Slipstream Sport, 083 701 0734 ,info@slipstreamsports.co.za
Lane ropes,,
Arons Sports, 015 491 4733 ,mohammed.baksa@gmail.com Flicx SA
Prout Sport, 060 893 9016 ,nigel@summitsa.co.za
Slipstream Sport, 083 701 0734 ,info@slipstreamsports.co.za
Trevor Smith Sports Newcastle, 034 312 7178 ,info@trevorsmithsports.co.za / Benoni
CorSport, 082 775 7708 ,colin@corsport.co.za
Pacing clocks,,
Flicx SA, 011 802 7394 ,roger@flicx.co.za
Prout Sport, 060 893 9016 ,nigel@summitsa.co.za
Slipstream Sport, 083 701 0734 ,info@slipstreamsports.co.za
Trevor Smith Sports Newcastle, 034 312 7178 ,info@trevorsmithsports.co.za / Benoni
Snorkels,,
CorSport, 082 775 7708 ,colin@corsport.co.za
Starting blocks,,
Arons Sports, 015 491 4733 ,mohammed.baksa@gmail.com
CorSport, 082 775 7708 ,colin@corsport.co.za
Flicx SA, 011 802 7394 ,roger@flicx.co.za
Prout Sport, 060 893 9016 ,nigel@summitsa.co.za
Slipstream Sport, 083 701 0734 ,info@slipstreamsports.co.za
Solly’s Sports Shop, 011 854 5468 ,accounts@sollysport.co.za
Trevor Smith Sports Newcastle, 034 312 7178 ,info@trevorsmithsports.co.za / Benoni
Swim fins,,
Action-ize/ TYR, 021 702 0238 ,colleen@tyr.co.za
Arons Sports, 015 491 4733 ,mohammed.baksa@gmail.com
CorSport, 082 775 7708 ,colin@corsport.co.za
Flicx SA, 011 802 7394 ,roger@flicx.co.za
Kloppers, 051 400 5500 ,www. kloppers.co.za
Kloppers Sport 021 982 1899/, 021 883 2049 ,www.kloppers.co.za
Opal Sports, 011 695 9640 ,anne@opalsport.com
Slipstream Sport, 083 701 0734 ,info@slipstreamsports.co.za
Solly’s Sports Shop, 011 854 5468 ,accounts@sollysport.co.za
Trevor Smith Sports Newcastle, 034 312 7178 ,info@trevorsmithsports.co.za / Benoni
Balls,,
Arons Sports, 015 491 4733 ,mohammed.baksa@gmail.com
Kloppers, 051 400 5500 ,www. kloppers.co.za
Kloppers Sport 021 982 1899/, 021 883 2049 ,www.kloppers.co.za
Solly’s Sports Shop, 011 854 5468 ,accounts@sollysport.co.za
Trevor Smith Sports,,
Newcastle, 034 312 7178 ,info@
Equipment  :: p55,,
trevorsmithsports.co.za / Benoni, 011 425 3522 ,benoni@trevorsmithsports.co.za
Bat covers,,
Arons Sports, 015 491 4733 ,mohammed.baksa@gmail.com
Kloppers, 051 400 5500 ,www. kloppers.co.za
Kloppers Sport 021 982 1899/, 021 883 2049 ,www.kloppers.co.za
Solly’s Sports Shop, 011 854 5468 ,accounts@sollysport.co.za
Trevor Smith Sports Newcastle, 034 312 7178 ,info@trevorsmithsports.co.za / Benoni
Bats,,
Arons Sports, 015 491 4733 ,mohammed.baksa@gmail.com
Kloppers, 051 400 5500 ,www. kloppers.co.za
Kloppers Sport 021 982 1899/, 021 883 2049 ,www.kloppers.co.za
Solly’s Sports Shop, 011 854 5468 ,accounts@sollysport.co.za
Trevor Smith Sports Newcastle, 034 312 7178 ,info@trevorsmithsports.co.za / Benoni
Arons Sports, 015 491 4733 ,mohammed.baksa@gmail.com
Kloppers, 051 400 5500 ,www. kloppers.co.za
Kloppers Sport 021 982 1899/, 021 883 2049 ,www.kloppers.co.za
Solly’s Sports Shop, 011 854 5468 ,accounts@sollysport.co.za
Trevor Smith Sports Newcastle, 034 312 7178 ,info@trevorsmithsports.co.za / Benoni
011 425 3522 benoni@trevorsmithsports.co.za Sheeting (rubber),,
Trevor Smith Sports Newcastle, 034 312 7178 ,info@trevorsmithsports. co.za / Benoni
Tables,,
4733 mohammed. baksa@gmail.com,,
Flicx SA, 011 802 7394 ,roger@flicx.co.za
Kloppers, 051 400 5500 ,www.kloppers.co.za
Kloppers Sport 021 982 1899/, 021 883 2049 ,www.kloppers.co.za
Solly’s Sports Shop, 011 854 5468 ,accounts@sollysport.co.za
Trevor Smith Sports Newcastle, 034 312 7178 ,info@trevorsmithsports.
co.za / Benoni, 011 425 3522 ,benoni@trevorsmithsports.co.za
Arons Sports 015 491,,
Ball carriers,,
Kloppers, 051 400 5500 ,www.kloppers.co.za
Kloppers Sport 021 982 1899/, 021 883 2049 ,www.kloppers.co.za
Solly’s Sports Shop, 011 854 5468 ,accounts@sollysport.co.za
Trevor Smith Sports Newcastle, 034 312 7178 ,info@trevorsmithsports. co.za / Benoni
Wilson, 011 807 5362 ,brettsummers@mweb. co.za Ball collectors
Kloppers, 051 400 5500 ,www.kloppers.co.za
Kloppers Sport 021 982 1899/, 021 883 2049 ,www.kloppers.co.za
Trevor Smith Sports Newcastle, 034 312 7178 ,info@trevorsmithsports. co.za / Benoni
Wilson, 011 807 5362 ,brettsummers@mweb. co.za
Ball speed meters,,
Flicx SA, 011 802 7394 ,roger@flicx.co.za Ball throwing machines
Flicx SA, 011 802 7394 ,roger@flicx.co.za
Trevor Smith Sports Newcastle, 034 312 7178 ,info@trevorsmithsports. co.za / Benoni
Wilson, 011 807 5362 ,brettsummers@mweb. co.za
Balls,,
Arons Sports, 015 491 4733 ,mohammed. baksa@gmail.com
Flicx SA, 011 802 7394 ,roger@flicx.co.za
Kloppers, 051 400 5500 ,www.kloppers.co.za
Kloppers Sport 021 982,,
1899/, 021 883 2049 ,www.kloppers.co.za
Solly’s Sports Shop, 011 854 5468 ,accounts@sollysport.co.za
Trevor Smith Sports Newcastle, 034 312 7178 ,info@trevorsmithsports. co.za / Benoni
Wilson, 011 807 5362 ,brettsummers@mweb. co.za Electronic scoreboards
Prout Sport, 060 893 9016 ,nigel@summitsa. co.za
Play & stay,,
Arons Sports, 015 491 4733 ,mohammed. baksa@gmail.com
Wilson, 011 807 5362 ,brettsummers@mweb. co.za
Practice balls,,
Arons Sports, 015 491 4733 ,mohammed. baksa@gmail.com
Flicx SA, 011 802 7394 ,roger@flicx.co.za
Kloppers, 051 400 5500 ,www.kloppers.co.za
Kloppers Sport 021 982 1899/, 021 883 2049 ,www.kloppers.co.za
Solly’s Sports Shop, 011 854 5468 ,accounts@sollysport.co.za
Trevor Smith Sports Newcastle, 034 312 7178 ,info@trevorsmithsports. co.za
Trevor Smith Sports,,
Benoni, 011 425 3522 ,benoni@trevorsmithsports.co.za
Wilson, 011 807 5362 ,brettsummers@mweb. co.za
Racket repairs,,
Arons Sports, 015 491 4733 ,mohammed. baksa@gmail.com
Kloppers, 051 400 5500 ,www.kloppers.co.za
Kloppers Sport 021 982 1899/, 021 883 2049 ,www.kloppers.co.za
Team Sport Directory 2019,,
Slipstream Sport, 083 701 0734 ,info@slipstreamsports.co.za
Trevor Smith Sports Newcastle, 034 312 7178 ,info@trevorsmithsports.co.za
Trevor Smith Sports Benoni, 011 425 3522 ,benoni@trevorsmithsports.co.za
Caps,,
Arons Sports, 015 491 4733 ,mohammed.baksa@gmail.com
Flicx SA, 011 802 7394 ,roger@flicx.co.za
Opal Sports, 011 695 9640 ,anne@opalsport.com
Prout Sport, 060 893 9016 ,nigel@summitsa.co.za
Slipstream Sport, 083 701 0734 ,info@slipstreamsports.co.za
Solly’s Sports Shop, 011 854 5468 ,accounts@sollysport.co.za
Trevor Smith Sports Newcastle, 034 312 7178 ,info@trevorsmithsports.co.za / Benoni
Gloves,,
Prout Sport, 060 893 9016 ,nigel@summitsa.co.za
Trevor Smith Sports Newcastle, 034 312 7178 ,info@trevorsmithsports.co.za / Benoni
Goals,,
Prout Sport, 060 893 9016 ,nigel@summitsa.co.za
Ropes,,
Flicx SA, 011 802 7394 ,roger@flicx.co.za
Prout Sport, 060 893 9016 ,nigel@summitsa.co.za
Slipstream Sport, 083 701 0734 ,info@slipstreamsports.co.za
Trevor Smith Sports Newcastle, 034 312 7178 ,info@trevorsmithsports.co.za / Benoni
Flicx SA, 011 802 7394 ,roger@flicx.co.za
Kloppers, 051 400 5500 ,www. kloppers.co.za
Kloppers Sport 021 982 1899/, 021 883 2049 ,www.kloppers.co.za
Opal Sports, 011 695 9640 ,anne@opalsport.com
Prout Sport, 060 893 9016 ,nigel@summitsa.co.za
Slipstream Sport, 083 701 0734 ,info@slipstreamsports.co.za
Trevor Smith Sports Newcastle, 034 312 7178 ,info@trevorsmithsports.co.za / Benoni
Mats,,
Arons Sports, 015 491 4733 ,mohammed.baksa@gmail.com
Trevor Smith Sports Newcastle, 034 312 7178 ,info@trevorsmithsports.co.za
Trevor Smith Sports Benoni, 011 425 3522 ,benoni@trevorsmithsports.co.za
Rings,,
Trevor Smith Sports Newcastle, 034 312 7178 ,info@trevorsmithsports.co.za
Trevor Smith Sports Benoni, 011 425 3522 ,benoni@trevorsmithsports.co.za
Blocks & Straps,,
Trevor Smith Sports Newcastle, 034 312 7178 ,info@trevorsmithsports.co.za
Trevor Smith Sports Benoni, 011 425 3522 ,benoni@trevorsmithsports.co.za
Mats,,
Arons Sports, 015 491 4733 ,mohammed.baksa@gmail.com
Kloppers, 051 400 5500 ,www. kloppers.co.za
Kloppers Sport 021 982 1899/, 021 883 2049 ,www.kloppers.co.za
Trevor Smith Sports Newcastle, 034 312 7178 ,info@trevorsmithsports.co.za
Trevor Smith Sports Benoni, 011 425 3522 ,benoni@trevorsmithsports.co.za
Who supplies: Equipment for organising events,,
Banners,,
Arons Sports, 015 491 4733 ,mohammed.baksa@gmail.com
Solly’s Sports Shop, 011 854 5468 ,accounts@sollysport.co.za
SportsApp, 011 708 7570 ,shop@sportsapp.co.za
Trevor Smith Sports Newcastle, 034 312 7178 ,info@trevorsmithsports.co.za
Trevor Smith Sports Benoni, 011 425 3522 ,benoni@trevorsmithsports.co.za Electronic scoreboards
Arons Sports, 015 491 4733 ,mohammed.baksa@gmail.com
Flicx SA 011 802 7394roger@flicx. co.za,,
Prout Sport 060 893 9016nigel@summitsa.co.za,,
Slipstream Sport 083 701,,
0734info@slipstreamsports.co.za,,
Trevor Smith Sports Newcastle, 034 312 7178 ,/ Benoni
Electronic starters,,
Slipstream Sport 083 701,,
0734info@slipstreamsports.co.za Flags,,
Arons Sports, 015 491 4733 ,mohammed.baksa@gmail.com
Glow Gear 021 886 6972glow@glowgear.co.za,,
SportsApp, 011 708 7570 ,shop@sportsapp.co.za
Trevor Smith Sports Newcastle, 034 312 7178 ,info@trevorsmithsports.co.za
Trevor Smith Sports Benoni, 011 425 3522 ,benoni@trevorsmithsports.co.za
Gazebos,,
Arons Sports, 015 491 4733 ,mohammed.baksa@gmail.com
K H Sports 082 864,,
0861khsports@yahoo.com,,
Solly’s Sports Shop, 011 854 5468 ,accounts@sollysport.co.za
Kloppers 051 400 5500www. kloppers.co.za,,
SportsApp, 011 708 7570 ,shop@sportsapp.co.za
Trevor Smith Sports Newcastle, 034 312 7178 ,info@trevorsmithsports.co.za
Trevor Smith Sports Benoni, 011 425 3522 ,benoni@trevorsmithsports.co.za
Pennants,,
Arons Sports, 015 491 4733 ,mohammed.baksa@gmail.com
Trevor Smith Sports Newcastle, 034 312 7178 ,info@trevorsmithsports.co.za
